*Algorithm,MirexRoot,MirexMajMin,MirexMajMinBass,MirexSevenths,MirexSeventhsBass,MeanSeg,UnderSeg,OverSeg
HL2,67.03,60.14,59.06,50.14,49.08,77.45,76.36,83.32
